address,district,area,bedrooms,garage,type,rent,total,latitude,longitude
Rua Doutor Elias Chaves,Campos Elíseos,37,1,0,Studio e kitnet,1740,2093,-23.529954,-46.6497292
Avenida Jacutinga,Indianópolis,50,1,1,Apartamento,4100,5572,-23.6000473,-46.6694155
Alameda dos Pinheiros,Campestre,20,1,0,Studio e kitnet,900,935,-23.6269694,-46.5474608
Rua Rita Joana de Sousa,Brooklin Novo,175,3,3,Casa,6600,7192,-23.6121083,-46.6747854
Rua Paschoalina Belloti,Jardim City,42,2,1,Apartamento,1320,1751,-20.838721,-49.385486
Rua Jandaia,Bela Vista,41,1,0,Apartamento,1545,1996,-22.867591,-43.3167342
Rua Luís Romanini,Vila Anadir,30,1,0,Studio e kitnet,1100,1142,-23.5973583,-46.5400721
Rua Joaquim Távora,Vila Mariana,28,1,0,Apartamento,3500,3895,-23.5838142,-46.63672
Rua Hayden,Vila Leopoldina,87,2,0,Apartamento,2000,2833,-23.5306673,-46.7348474
Rua Azevedo Macedo,Vila Mariana,28,1,0,Apartamento,3450,4133,-23.5816202,-46.6409385
Rua Professor José Maria Calazans Nogueira,Parque São Domingos,59,2,1,Apartamento,3800,4714,-23.5072078,-46.7364177
Rua Florêncio de Abreu,Centro Histórico de São Paulo,23,1,0,Studio e kitnet,1900,2275,-23.5358866,-46.633075
Rua Pedro Madureira,Jardim São Paulo(zona Norte),78,2,1,Apartamento,1800,2404,-23.4947868,-46.619464
Rua Orindiúva,Vila Maria Alta,68,3,1,Apartamento,2910,3523,-23.509438,-46.5836113
Avenida Nelson Palma Travassos,Jardim Pirituba,45,2,0,Apartamento,1865,2327,-23.43882,-46.721824
Avenida Aratãs,Indianópolis,72,2,1,Apartamento,4500,5555,-23.6100849,-46.6620836
Rua João Veloso de Oliveira,Parque Sao Domingos,75,2,2,Casa em condomínio,2000,2650,-23.5043507,-46.7423585
Rua Taváres Bastos,Pompeia,130,4,3,Apartamento,6200,8746,-23.53241,-46.6898211
Rua Tapendi,Vila Catupia,120,3,2,Casa,3490,3649,-23.4926401,-46.7130393
Rua Dona Antônia de Queirós,Consolação,40,1,1,Apartamento,2801,3664,-23.5506247,-46.6532828
Rua Peixoto Gomide,Jardim Paulista,25,1,0,Studio e kitnet,2200,2796,-23.5651589,-46.6614571
Rua Castro Alves,Aclimação,69,2,1,Apartamento,3250,4736,-23.572106,-46.6339475
Avenida Santa Catarina,Vila Mascote,55,1,1,Apartamento,2150,2831,-23.6494469,-46.6613125
Alameda Ribeiro da Silva,Campos Elíseos,42,1,0,Studio e kitnet,1000,1605,-23.5324267,-46.6492607
Rua Enótria,Vila Mazzei,29,1,0,Studio e kitnet,1325,1846,-23.4756756,-46.6044599
Rua Rio Verde,Vila Bruna,56,2,1,Apartamento,1800,2469,-3.8112618,-38.6022957
Rua Eugênio de Medeiros,Pinheiros,60,1,2,Apartamento,6200,7830,-23.5707953,-46.7001095
Rua Doutora Neyde Apparecida Sollitto,Vila Clementino,35,1,0,Studio e kitnet,1200,1216,-23.5934869,-46.6470592
Rua Parambu,Parque Vitoria,47,2,1,Apartamento,3488,4273,-23.473283,-46.5923804
Rua Pangaré,Vila Butantã,40,2,1,Apartamento,1600,2096,-23.5648321,-46.7435774
Rua Jovina,Vila Mascote,30,1,0,Apartamento,1730,1922,-23.6465496,-46.6653487
Rua Franklin do Amaral,Vila Nova Cachoeirinha,47,2,1,Apartamento,2220,2765,-23.4740911,-46.6552369
Avenida Santo Amaro,Vila Nova Conceição,28,1,0,Apartamento,4100,4642,-23.6426624,-46.6998647
Avenida João Barreto de Menezes,Vila Santa Catarina,61,2,1,Apartamento,2800,3702,-23.6514281,-46.6621004
Rua Marie Nader Calfat,Jardim Ampliação,72,2,2,Apartamento,3200,4773,-23.6276937,-46.7297786
Rua das Baunilhas,Vila Lúcia,69,2,1,Apartamento,1495,2452,-23.5937576,-46.5770611
Rua Capote Valente,Pinheiros,52,1,1,Apartamento,3900,5879,-23.5525439,-46.6791195
Rua Azevedo Marques,Santa Cecília,53,1,1,Apartamento,2500,3596,-23.5347993,-46.6572588
Rua Estônia,Parque das Nações,40,2,1,Apartamento,1700,1971,-23.6363745,-46.5103479
Avenida Voluntários da Pátria,Tucuruvi,42,1,2,Apartamento,2065,3068,-21.4559107,-49.5794307
Rua Lacondê,Jardim Europa,70,1,0,Casa,8750,9568,-23.5797831,-46.6813765
Rua Vergueiro,Vila Mariana,28,1,1,Apartamento,3700,4148,-23.5812194,-46.6386506
Rua das Baunilhas,Vila Lúcia,57,2,1,Apartamento,1400,2404,-23.5937576,-46.5770611
Praça Santa Therezinha,Vila Azevedo,68,3,1,Apartamento,2850,3901,-23.54092015,-46.57085114065221
Rua Manoel Dutra,Bela Vista,22,1,0,Studio e kitnet,1800,2009,-23.555438,-46.645818
Rua Ventura Ladalardo,Jardim Fonte do Morumbi,70,1,1,Apartamento,4250,5564,-23.6278632,-46.719526
Rua Antônio Simplício,Parque Ramos Freitas,50,2,0,Casa,1300,1377,-23.4522222,-46.6075189
Rua Vieira de Morais,Campo Belo,52,1,1,Studio e kitnet,4000,5149,-23.6184609,-46.6763968
Rua Cesar Vallejo,Real Parque,180,3,3,Apartamento,8000,11790,-23.6067336,-46.7018308
Rua Conselheiro Brotero,Santa Cecilia,100,2,1,Apartamento,5500,6874,-23.5303078,-46.6573946
Rua Voluntários da Pátria,Santana,132,3,1,Apartamento,3519,4849,-23.5051142,-46.6263403
Rua Santa Izabel,Vila Augusta,55,2,1,Studio e kitnet,2410,3053,-23.4747012,-46.5446842
Rua Tuiucuê,Jardim da Saúde,135,3,3,Apartamento,3500,5688,-23.6164885,-46.6227458
Avenida Fortaleza da Conceição,Vila Costa Melo,43,2,0,Apartamento,1700,1933,-23.5163278,-46.5137421
Rua Taciba,Vila Babilonia,30,1,0,Apartamento,1100,1172,-22.8959782,-43.3226487
Rua Doutor Antônio Bento,Santo Amaro,106,3,2,Apartamento,7000,8572,-23.6477438,-46.7038418
Avenida Jaguaré,Jaguaré,75,2,1,Apartamento,1720,2236,-23.5530752,-46.7421793
Rua Ascencional,Vila Andrade,64,2,2,Apartamento,2235,3146,-23.6236532,-46.733154
Avenida Ipiranga,República,37,2,0,Apartamento,1600,2228,-23.541116,-46.6388756
Rua Amaral Gurgel,Vila Buarque,25,1,0,Apartamento,2230,2831,-23.5453051,-46.6477333
Rua Coronel Melo de Oliveira,Pompeia,76,2,2,Apartamento,4400,5661,-23.5337918,-46.6845821
Rua Coronel Marques,Chácara Califórnia,86,3,1,Apartamento,2300,3549,-23.5437474,-46.5480628
Avenida Martins Júnior,Jardim Bela Vista,63,3,1,Apartamento,2600,3276,-23.4377433,-46.508127
Avenida Jabaquara,Mirandópolis,44,2,2,Apartamento,3200,4548,-23.6095706,-46.6378165
Avenida Doutor Assis Ribeiro,Jardim Danfer,50,2,1,Apartamento,2820,3409,-23.4914622,-46.5057921
Avenida Santo Amaro,Brooklin Paulista,34,1,1,Studio e kitnet,3900,4850,-23.6426624,-46.6998647
Avenida Professor Ascendino Reis,Indianópolis,25,1,0,Apartamento,3600,4239,-23.6020821,-46.6561724
Rua Cabo João Teruel Fregoni,Ponte Grande,46,2,1,Apartamento,2200,2856,-23.5043584,-46.5528335
Rua Carmo do Rio Verde,Jardim Caravelas,91,3,2,Apartamento,5500,6729,-22.8917499,-43.3818696
Avenida Rouxinol,Moema,53,1,1,Studio e kitnet,2300,3961,-23.6006468,-46.6738412
Rua Paracuê,Sumaré,215,3,4,Apartamento,10800,17240,-23.5463234,-46.6878847
Rua Teodoro Sampaio,Pinheiros,60,2,1,Apartamento,3900,6176,-23.5653101,-46.6904214
Rua Artur,Imirim,89,3,3,Apartamento,2553,4043,-23.4907001,-46.6473987
Avenida Condessa Elizabeth de Robiano,Penha de França,39,2,1,Apartamento,3040,3617,-23.529923,-46.58819
Rua Olímpia de Almeida Prado,Santa Cecília,33,1,1,Studio e kitnet,2900,3636,-23.5319565,-46.6571801
Rua Cipriano Barata,Ipiranga,89,3,2,Apartamento,4140,5885,-23.5992707,-46.6041779
Rua Barroso Neto,Vila Indiana,65,2,1,Apartamento,2400,3787,-22.8856692,-43.5539565
Rua José Acioli,Vila Guarani(zona Leste),45,1,1,Casa,1000,1042,-23.5801622,-46.5357001
Rua Doutor Fontes de Resende,Vila Dalila,43,2,0,Apartamento,1700,1916,-23.5455406,-46.5204558
Rua Ministro Godói,Perdizes,28,1,0,Apartamento,2400,2948,-23.5376697,-46.6717998
Rua Turiassú,Perdizes,84,2,2,Apartamento,8075,9655,-23.5326592,-46.6711575
Rua Tucuna,Pompeia,127,2,1,Apartamento,3200,4672,-23.5313031,-46.6829764
Rua Lagoa Panema,Vila Guilherme,60,3,2,Apartamento,6500,7746,-23.5055024,-46.6056883
Rua Santa Justina,Vila Olímpia,80,2,1,Apartamento,3500,5306,-23.5961613,-46.6797935
Rua Eugênia S Vitale,Taboão,30,1,0,Studio e kitnet,500,594,38.087793,13.37003
Rua Doutor Melo Alves,Cerqueira César,27,1,1,Studio e kitnet,5250,5452,-1.3081485,-47.897687
Rua João Pais,Santo Amaro,121,2,2,Apartamento,7100,8920,-23.6290605,-46.6890401
Rua Padre Manuel Bernardes,Vila Nova Manchester,45,2,1,Apartamento,1310,2602,41.1910522,-8.6312305
Alameda Santos,Jardim Paulista,100,3,1,Apartamento,3400,5794,-23.1414749,-46.5581194
Rua Ministro Godói,Perdizes,23,1,0,Apartamento,2700,3297,-23.5376697,-46.6717998
Rua José Ramon Urtiza,Vila Andrade,80,3,2,Apartamento,3500,5389,-23.6339668,-46.728457
Praça Américo Jacomino,Sumarezinho,27,1,0,Studio e kitnet,3488,4123,-19.560889,-44.446547
Rua José da Silva Ribeiro,Vila Andrade,83,2,2,Apartamento,2900,4512,-23.6252325,-46.7411037
Rua Lacedemônia,Jardim Brasil (zona Sul),90,3,2,Apartamento,2920,4367,-23.6372901,-46.667137
Rua Machado Bittencourt,Vila Clementino,86,2,1,Apartamento,2500,4102,-23.599429,-46.6383369
Rua Joaquim Floriano,Itaim Bibi,107,2,0,Apartamento,13900,15530,-23.5837813,-46.6717163
"Moema, São Paulo - Sp, 04524-000, Brasil",Moema,170,3,2,Apartamento,15000,17980,-23.603776,-46.6621333
Rua Bagé,Vila Mariana,140,4,3,Apartamento,8900,12030,-23.5842267,-46.6462607
Rua Almansa,Vila Andrade,105,2,3,Apartamento,7800,9965,-23.6345428,-46.7299086
Rua Abílio Soares,Paraíso,155,2,1,Apartamento,15000,17900,-23.5737028,-46.64345
Rua Frei Duarte Jorge de Mendonça,Vila Andrade,119,3,2,Apartamento,2200,4069,-23.6257265,-46.7356239
Rua Purpurina,Sumarezinho,35,1,1,Apartamento,4690,6229,-23.5525082,-46.6888568
Rua Senador César Lacerda Vergueiro,Sumarezinho,101,2,2,Apartamento,12000,13480,-23.5494655,-46.6925825
Avenida Giovanni Gronchi,Vila Andrade,91,3,2,Apartamento,2600,4487,-23.6172611,-46.7317286
Rua Francisco Tapajós,Vila Santo Estéfano,60,2,1,Apartamento,1800,3564,-23.6262635,-46.6242355
Rua José Antônio Fontes,Vila Tolstoi,40,1,0,Apartamento,950,1057,-23.5993903,-46.524839
Rua Brás Cardoso,Vila Nova Conceição,43,1,1,Apartamento,2900,5282,-23.593207,-46.6691039
Rua Nhu-guaçu,Nova Piraju,60,2,1,Apartamento,7500,9157,-23.6283524,-46.6642215
Rua Peixoto Gomide,Jardim Paulista,31,1,1,Apartamento,2560,4669,-23.5651589,-46.6614571
Avenida Arruda Botelho,Alto de Pinheiros,120,3,2,Apartamento,7500,10870,-23.5508151,-46.7177847
Rua Baguassu,Vila Regente Feijó,120,3,2,Casa,2900,3023,-23.5581059,-46.5760853
Rua da Consolação,Cerqueira César,27,1,1,Apartamento,2500,3988,-23.5606994,-46.6682535
Rua Euclides Pacheco,Vila Gomes Cardim,110,2,0,Casa,2400,2636,-23.5485816,-46.5703147
Rua Kansas,Brooklin,84,2,2,Apartamento,11000,13440,-23.609688,-46.677315
Rua Haddock Lobo,Cerqueira César,41,1,1,Apartamento,15000,17930,-23.5575207,-46.6612706
Rua Caetanópolis,Jaguaré,40,1,0,Casa,1418,1471,-23.5447899,-46.7551323
Alameda Lorena,Jardim Paulista,32,1,1,Studio e kitnet,3200,5502,-23.1338322,-46.5594504
Rua dos Pinheiros,Pinheiros,105,2,0,Apartamento,4950,5396,-23.5644515,-46.6785043
Rua Cipriano Barata,Ipiranga,64,2,0,Apartamento,2100,2783,-23.5992707,-46.6041779
Rua Santana de Cataguáses,Jardim Peri,105,2,0,Casa,1750,1848,-23.4574482,-46.6652401
Alameda Barão de Limeira,Campos Elíseos,37,1,0,Studio e kitnet,1200,1722,-23.5391676,-46.6438123
Rua Barata Ribeiro,Bela Vista,55,2,1,Apartamento,2900,3835,-23.5564362,-46.6530092
Rua Tito,Vila Romana,116,3,3,Apartamento,6200,7922,-23.5281331,-46.698673
Dr Djalma Pinheiro Frranco,Vila Mascote,86,2,2,Apartamento,2900,4216,,
Rua Itaiteva,Jardim Ampliação,140,3,2,Apartamento,2400,4498,-23.6249909,-46.732259
Rua Otávio Marques,Vila Eldízia,240,3,2,Casa,3420,3610,-23.6789739,-46.5263487
Rua Ivaí,Tatuapé,70,3,0,Casa,1648,1918,-23.5334078,-46.5791834
Rua Glicério,Liberdade,46,2,1,Apartamento,2200,2934,-23.5598117,-46.6311518
Rua Padre Raposo,Mooca,75,1,0,Apartamento,1800,2239,-23.5635288,-46.593809
Rua São Jorge,Parque São Jorge,63,2,0,Apartamento,3000,3116,-23.5323651,-46.5647395
Rua Augusto José Pereira,Jardim Maristela,80,1,2,Casa,1100,1194,-23.4779613,-46.6967648
Rua Corrientes,Jardim Peri,70,2,0,Apartamento,2500,2699,-22.861046,-43.3388818
Rua Ouvidor Portugal,Vila Monumento,96,2,0,Apartamento,2800,3193,-23.5739773,-46.612106
Rua Guadalupe,Parque das Nações,60,2,1,Apartamento,1500,1638,-6.7734577,-43.5519704
Rua Visconde de Parnaíba,Mooca,28,1,0,Studio e kitnet,1450,1716,-23.5479726,-46.6110602
Rua Nova Fátima,Jardim Santa Bárbara,75,1,1,Casa,1050,1145,-23.4586672,-46.5055254
Rua Caetano Pinto,Brás,25,1,0,Apartamento,1012,1267,-23.5463504,-46.62279
Rua Luís Filipe Alberti,Jardim Maringá,55,2,1,Apartamento,1400,1925,-23.5548398,-46.5141606
Rua Potá,Vila Formosa,200,3,3,Casa,3675,3831,-23.5641279,-46.5527456
Rua Maria Angélica Franci,Vila Franci,204,3,5,Casa,3200,3623,-23.5052097,-46.5097873
Rua Itaperima,Vila Graciosa,180,3,2,Casa,2480,2586,-23.5791957,-46.5660601
Rua Sebastião Gonçalves Silva,Casa Verde,65,1,1,Casa,1500,1647,-23.4925398,-46.6595837
Rua Major Freire,Vila Monte Alegre,70,2,1,Apartamento,2370,3436,-23.6269381,-46.6403601
Rua São Gabriel da Palha,Jardim Silvia,64,2,1,Apartamento,1400,1488,-23.4250242,-46.5088009
Rua Frei Mont’alverne,Vila Aricanduva,47,2,0,Apartamento,1799,1946,-23.5358142,-46.5376397
Rua Monte Alto,Cidade Mãe do Céu,110,2,0,Casa,2150,2317,-22.8509764,-43.4713661
Rua Itapegica,Gopoúva,130,2,1,Casa,2500,2640,-23.475841,-46.5460549
Rua Arthur Baptistucci,Vila Santo Estéfano,95,2,0,Casa,1250,1428,-23.623231,-46.627223
Rua Professor Demóstenes Batista Figueira Marques,Cambuci,79,3,1,Apartamento,2050,2479,-23.5583608,-46.6223453
Rua Dráusio,Butantã,28,0,0,Studio e kitnet,2600,3064,-23.5740631,-46.7094432
Rua Itapira,Jardim Maria Aparecida,110,2,1,Casa,1500,1563,-23.5519507,-46.6217069
Rua Cláudio Mendonça,Parque Jabaquara,178,3,2,Casa,2950,3297,-23.6387316,-46.657866
Rua Astorga,Vila Guilhermina,65,1,0,Casa,1500,1723,-23.5299619,-46.5102527
Rua Caramuru,Saúde,229,3,2,Casa,3850,4428,-23.6136764,-46.63291374319728
Avenida Nossa Senhora de Fátima,Vila Fátima,93,2,2,Casa,2500,2665,-22.7386282,-47.3130348
Rua Vitória,Santa Efigênia,78,1,0,Apartamento,1100,1579,-10.9083852,-37.0791042
Rua Juruá,Canindé,69,2,0,Apartamento,2000,2457,-23.5277947,-46.6192496
Rua Abolição,Bela Vista,37,1,0,Studio e kitnet,1700,1766,-23.5554065,-46.6419543
Rua Cerro Corá,Vila Romana,79,2,0,Apartamento,2020,2318,-23.5360206,-46.7096856
Avenida Sapopemba,Jardim Planalto,28,1,0,Apartamento,1050,1411,-23.6108277,-46.5041976
Rua Assano,Jardim Japão,65,1,0,Casa em condomínio,880,967,-23.5049889,-46.5782808
Rua Alcântara Machado,Jardim Utinga,101,2,2,Apartamento,2450,2666,-23.621984,-46.5223744
Rua Antônio André Rodrigues,Chácara Mafalda,50,1,0,Casa,1200,1287,-23.5709617,-46.5571355
Rua Barão de Jaguara,Cambuci,35,2,0,Apartamento,1500,1908,-23.5539116,-46.6170586
Avenida Israel Fonseca,Vila Fátima,110,3,0,Casa em condomínio,1510,1599,-23.5963343,-46.5204903
Rua Francisco Borges,Bom Retiro,69,1,0,Apartamento,1650,2020,-23.5250789,-46.6322984
Rua Doná Emma,Vila Fiuza,54,1,0,Casa,1070,1135,-26.9055544,-49.097265
Rua Antônio Marcondes,Vila Dom Pedro I,37,1,0,Studio e kitnet,2600,3284,-23.5981227,-46.6108807
Rua Valentim Bitolo,Rudge Ramos,140,2,2,Casa,2500,2779,-23.6573159,-46.5735341
Rua Lavradio,Barra Funda,32,1,0,Studio e kitnet,1700,1766,-23.5304156,-46.6612399
Rua Giacomo Cozarelli,Vila Santa Teresa (zona Sul),48,2,1,Apartamento,1129,1523,-20.292901,-50.228751
Avenida São João,Centro Histórico de São Paulo,54,1,0,Apartamento,1300,1670,-23.3094779,-45.9838397
Rua Paraíba do Sul,Vila Rosália,104,3,1,Casa,2000,2160,-23.4466912,-46.5588783
Rua Montesina,Vila Celeste,130,3,0,Casa,1890,2191,-23.5752805,-46.5710477
Avenida Duque de Caxias,Campos Elíseos,37,1,0,Studio e kitnet,1380,1433,-22.7847817,-43.308287
Rua Urbano da Silva,Vila Jaguara,39,1,0,Apartamento,1350,1610,-23.5099049,-46.751007
Avenida Ceci,Planalto Paulista,120,3,2,Casa,4284,4730,-23.6179348,-46.6510018
Rua Engenheiro Dolabela,Jardim Bandeirantes (zona Norte),112,2,1,Casa,1700,1773,-17.4664528,-44.0093632
Rua Conselheiro Moreira de Barros,Santana,60,2,1,Apartamento,1800,2582,-23.4925842,-46.6330841
Rua Mandioré,Vila Formosa,53,1,0,Casa,1050,1162,-23.5702976,-46.5484328
Rua Basílio Alves Morango,Jardim Brasil (zona Norte),50,2,0,Apartamento,1260,1343,-23.4803042,-46.5695109
Rua Nelson Gama de Oliveira,Vila Andrade,54,1,1,Apartamento,3000,3755,-23.6329991,-46.7354057
Rua Pinheiro Preto,Jardim Santa Cecília,125,2,0,Casa,1700,1833,-23.4455438,-46.530826
Rua Willis Roberto Banks,Parque Maria Domitila,52,2,1,Apartamento,1575,2331,-23.4938033,-46.741176
Rua Antônio Lôbo,Penha de França,87,2,0,Apartamento,2200,2583,-23.5248043,-46.5450262
Rua Cesario Ramalho,Cambuci,80,2,0,Apartamento,2193,2577,-23.5607567,-46.6231737
Rua Dona Antônia de Queirós,Higienópolis ,126,2,0,Apartamento,3340,3469,-23.5506247,-46.6532828
Rua Augusto de Mendonça,Vila Dalila,60,2,1,Apartamento,1410,1551,-23.5468057,-46.5165076
Rua Schilling,Vila Leopoldina,40,1,1,Apartamento,2950,3791,-23.5309954,-46.7292885
Rua Paracatu,Parque Imperial,70,2,0,Apartamento,1855,2292,-23.6219632,-46.6346359
Alameda dos Tupiniquins,Indianópolis,65,2,1,Apartamento,3050,4171,-23.6089193,-46.6566138
Avenida do Oratório,Jardim Ângela (zona Leste),60,2,1,Apartamento,1300,1650,-23.5830162,-46.5592605
Avenida Guilherme Giorgi,Vila Carrao,65,1,0,Casa,1100,1147,-23.5469073,-46.5413869
Rua João de Laet,Vila Aurora (zona Norte),60,2,2,Apartamento,1800,2420,-23.4778285,-46.6240038
Rua Israelândia,Jardim Santa Monica,50,1,0,Casa,1500,1525,-23.4814258,-46.7472775
Rua Alberto Arnoldi,Jardim Paraíso,52,1,0,Casa,1020,1063,-23.4776452,-46.6315188
Avenida Jardim Japão,Jardim Brasil,55,2,0,Apartamento,1150,1194,-23.4864418,-46.5781161
Rua Manuel Simões de Medeiros,Vila Paulo Silas,125,2,4,Casa,2670,2782,-23.5931067,-46.5426344
Avenida Professor Luiz Ignácio Anhaia Mello,Vila Prudente,59,2,1,Apartamento,3100,4019,-23.5827759,-46.5725128
Rua Iguaré,Tatuapé,60,2,1,Apartamento,1519,2083,-23.531759,-46.5827501
Rua Cardeal Arcoverde,Pinheiros,100,2,0,Apartamento,3000,3116,-23.5580184,-46.6823188
Rua dos Jacintos,Mirandópolis,119,2,0,Casa,3010,3471,-23.6049723,-46.6398287
Rua Dois de Julho,Ipiranga,49,1,1,Apartamento,3200,4052,-23.5955718,-46.5974668
Rua Silva Bueno,Ipiranga,60,1,0,Apartamento,1280,1865,-23.5981976,-46.6006588
Rua Doutor Olavo Egídio,Santana,60,2,1,Apartamento,3500,4463,-23.4998365,-46.6248722
Rua Rubiaceia,Vila Lucinda,52,2,1,Apartamento,1670,1912,-23.483971,-46.615988
Rua Martim Burchard,Brás,45,1,0,Apartamento,3000,3556,-23.5461441,-46.6178889
Rua Arroio Grande,Sacoma,75,3,2,Casa,2163,2468,-23.6172822,-46.5956411
Rua Primeira Cruz,Parque Independencia,250,3,1,Casa,2150,2403,-22.8938969,-43.557209
Rua Amadis,Ipiranga,35,1,0,Apartamento,1600,1621,-23.592867,-46.5951848
Avenida Marginal,Vila Cristália,42,2,0,Apartamento,1500,1573,40.6617651,-8.7283115
Rua Daniel José Pereira,Rio Pequeno,120,3,2,Casa,3600,3822,-23.5774605,-46.7452336
Rua Sílvio de Sousa,Vila Santa Clara,45,2,0,Apartamento,1650,1900,-23.5774879,-46.5598541
Avenida Nova Cantareira,Tucuruvi,81,2,0,Apartamento,1100,1676,-23.4731975,-46.6146661
Rua Reboujo,Chácara Santo Antônio (zona Leste),35,1,0,Casa,1100,1197,-23.5503959,-46.5521734
Rua Ribeirópolis,Vila Independência,48,2,1,Apartamento,1950,2509,-23.4573482,-46.4203248
Rua Miragaia,Paulicéia,179,3,2,Casa,2700,2934,-23.6642293,-46.5885077
Avenida Túlio Teodoro de Campos,Vila Paulista,57,3,1,Apartamento,2255,2724,-23.6398964,-46.6621564
Rua Luciano Broinizzi,Vila Isolina Mazzei,46,1,0,Apartamento,1000,1368,-23.4967719,-46.5969431
Rua Major Dantas Cortes,Vila Gustavo,35,1,0,Apartamento,1200,1297,-6.4278943,-36.6414046
Rua Antônio Cardoso Franco,Casa Branca,59,2,1,Apartamento,2100,2559,-23.6612211,-46.5214075
Rua Paim,Bela Vista,35,1,0,Apartamento,3100,3526,-23.5548176,-46.6490388
Rua Chamantá,Vila Prudente,150,2,2,Casa,4750,5058,-23.5807589,-46.5904708
Avenida Leonardo da Vinci,Vila Guarani (z Sul),96,3,1,Apartamento,2750,3872,-23.6336538,-46.6368315
Rua Soldado José Fernandes da Silva,Vila Rosália,120,3,3,Casa,2340,2599,-23.4506065,-46.5527402
Avenida Madame Curie,Jardim Dourado,70,2,1,Apartamento,1282,1684,-14.4229434,-44.3667453
Rua Professor Antônio Filgueiras de Lima,Rio Pequeno,35,1,0,Studio e kitnet,1000,1013,-15.922872,-48.808396
Rua Francisca Miquelina,Bela Vista,44,1,0,Studio e kitnet,2200,3279,-23.5549126,-46.6402054
Rua Sampson,Brás,25,1,0,Studio e kitnet,800,1086,-23.5372648,-46.6112388
Rua Belo Horizonte,Jardim Brasília (zona Norte),46,1,0,Apartamento,1286,1362,-29.5642725,-49.899956
Rua Hugo D'antola,Lapa,64,2,1,Apartamento,1700,2343,-23.5111988,-46.7041844
Rua Padre Caresia,Jaguaré,70,2,1,Apartamento,1800,2113,-23.5461565,-46.7457412
Rua Aurélia,Vila Romana,40,1,0,Casa,1450,1588,-23.5243063,-46.6977594
Avenida Túlio Teodoro de Campos,Vila Paulista,35,1,1,Apartamento,2290,2702,-23.6398964,-46.6621564
Rua Antônio Júlio dos Santos,Fazenda Morumbi,61,2,1,Apartamento,2400,3003,-23.6084554,-46.7284926
Rua Frei Caneca,Consolação,48,1,1,Apartamento,2000,2617,-23.5518916,-46.649261
Rua José Bonifácio,Vila Renata,58,2,2,Apartamento,2100,2964,-8.0376195,-34.9103478
Rua Santa Lúcia,Cidade Mãe do Céu,15,1,0,Studio e kitnet,800,1061,-19.8162967,-43.1878071
Rua Soldado Thomás Antônio Machado,Vila Esplanada,87,3,1,Casa,1800,2016,-23.4850742,-46.5538186
Rua José Lopes Dias,Jardim São Luís,146,3,2,Casa,2650,2846,-23.6526383,-46.7317481
Rua Bueno de Andrade,Aclimação,60,2,1,Apartamento,2500,3538,-23.5634338,-46.6315739
Rua Debret,Vila São José,50,1,0,Studio e kitnet,1800,2289,-23.2631162,-45.9408613
Avenida Rangel Pestana,Brás,36,1,0,Apartamento,1500,1958,-23.5451589,-46.6201347
Rua Potsdam,Vila Hamburguesa,50,1,0,Casa,1600,2018,-23.5359612,-46.7301779
Rua Nanau,Água Fria,150,3,1,Casa,3350,3526,-23.482705,-46.6180807
Rua Coronel Gustavo Santiago,Vila Zilda,32,1,0,Studio e kitnet,2080,2460,-23.5354452,-46.5650786
Rua Dom Bernardo Nogueira,Vila Gumercindo,69,3,1,Apartamento,2700,3843,-23.6057617,-46.6263822
Avenida Lins de Vasconcelos,Cambuci,130,3,1,Casa,3600,4028,-23.5645368,-46.6210892
Travessa Barra do Barão,Jardim Filhos da Terra,95,3,0,Casa,1100,1147,-23.4542429,-46.5856009
Rua Sava,Vila Moinho Velho,115,3,3,Casa em condomínio,10000,10630,-23.6071813,-46.6037874
Rua Mercedes Salano Castineiras,Jardim Patente Novo,58,2,1,Apartamento,1765,2459,-23.6306277,-46.5924302
Rua Soror Angélica,Vila Ester (zona Norte),50,1,0,Apartamento,1990,2244,-23.5027414,-46.643824
Rua Antônio Ribeiro Macedo,Vila Bancária,11,2,1,Apartamento,1200,1286,-23.5866598,-46.5230092
Avenida Onze de Junho,Vila Clementino,42,1,0,Apartamento,2950,3422,-23.601549,-46.6511461
Avenida Marcondes de Brito,Chácara Seis de Outubro,38,2,0,Apartamento,1350,1647,-23.5367725,-46.52809
Rua São José de Arimatéia,Jardim Vila Formosa,99,2,3,Casa,2500,2606,-19.8914628,-43.8939383
Rua Inácio,Vila Prudente,80,2,2,Casa,4500,4575,-23.5884397,-46.5776588
Rua Bacada,Vila Medeiros,54,2,0,Casa,1224,1333,-23.4941211,-46.5829063
Rua Sagrado Coração de Jesus,Jardim Iracema,52,2,1,Apartamento,1202,1412,-21.8328114,-43.1176767
Avenida Patente,Jardim Patente,50,1,0,Apartamento,1200,1386,-23.6257093,-46.5865783
Rua Caetano Pinto,Brás,45,1,0,Apartamento,1750,2144,-23.5463504,-46.62279
Avenida Interlagos,Jardim Marajoara,60,2,1,Apartamento,2200,2990,-23.6578231,-46.6796932
Rua Major Sertório,Vila Buarque,33,1,0,Studio e kitnet,1700,2226,-23.545429,-46.647015
Rua Sepetiba,Siciliano,37,1,0,Casa,2400,2702,-23.5320848,-46.7018428
Rua João Fernandes Camisa Nova Júnior,Jardim São Luís,150,3,1,Casa,3000,3274,-23.6513776,-46.7414271
Rua Quinze de Setembro,Saúde,75,3,1,Apartamento,3000,4415,-25.080019,-50.1285612
