address,district,area,bedrooms,garage,type,rent,total,latitude,longitude
Rua Rego Freitas,República,26,1,0,Apartamento,2000,2105,-23.5446445,-46.6466037
Rua Fradique Coutinho,Pinheiros,90,2,1,Apartamento,6500,8342,-23.562644,-46.6868335
Avenida Salgado Filho,Centro,59,2,1,Apartamento,1180,1524,-23.465254,-46.530225
Rua Apotribu,Parque Imperial,60,1,2,Studio e kitnet,3700,4917,-23.6206344,-46.638592
Rua Dona Veridiana,Vila Buarque,62,2,0,Apartamento,3200,3732,-23.5438316,-46.6516346
Avenida Rio Branco,Campos Elíseos,32,1,1,Apartamento,2100,3248,-23.5295467,-46.647633
Rua Henri Dunant,Santo Amaro,93,2,2,Apartamento,8000,10550,-23.6316773,-46.6962019
Rua Avanhandava,Consolação,35,2,0,Studio e kitnet,1700,2197,-23.5513496,-46.6471153
Rua Leandro Dupré,Vila Clementino,55,1,1,Apartamento,2200,3108,-23.5967275,-46.6465525
Rua Vinte E Oito de Setembro,Vila Dom Pedro I,54,2,1,Apartamento,2575,3374,-23.5981227,-46.6108807
Rua do Erário,Vila Bertioga,85,2,0,Casa,1600,1815,-23.5655639,-46.575825
Avenida Doutor Francisco Mesquita,Quinta da Paineira,35,1,0,Apartamento,2300,2639,-23.5974745,-46.5810911
Avenida Ibiúna,Vila Aricanduva,54,2,1,Apartamento,1950,2555,-23.5382621,-46.539364
Rua Jaceru,Vila Gertrudes,53,1,1,Apartamento,4443,5404,-23.6229482,-46.694305
Rua Galeno de Almeida,Pinheiros,69,1,1,Apartamento,6500,8202,-23.5553024,-46.681966
Rua Luiz Seráphico Júnior,Jardim Caravelas,27,1,0,Apartamento,2300,2689,-23.6353889,-46.7144952
Rua Nossa Senhora da Saúde,Jardim Previdência,40,1,0,Casa,1150,1264,-23.622749,-46.6127367
Avenida Ministro Petrônio Portela,Vila Amélia,60,2,1,Apartamento,1400,2064,-23.483989,-46.6953288
Avenida Mário Lopes Leão,Santo Amaro,32,1,0,Studio e kitnet,1350,1592,-23.6507427,-46.7079489
Rua Campelo,Vila Nova Mazzei,45,2,1,Apartamento,1490,1798,-23.4628476,-46.6005599
Rua Vila Prudente,Vila Prudente,40,1,0,Casa,983,1025,-23.5938533,-46.5821667
Rua Martinho Prado,Bela Vista,41,1,0,Apartamento,1300,1929,-23.5495348,-46.6463302
Rua Maria Luísa de Pinho,Parque da Mooca,30,1,0,Studio e kitnet,1650,1830,-21.699251,-43.440824
Alameda Conde de Porto Alegre,Santa Maria,63,2,1,Apartamento,2300,3116,-23.6384413,-46.5570265
Rua Edvard Carmilo,Jardim Celeste,41,2,0,Apartamento,1250,1548,-23.5963739,-46.7485354
Rua Mercedes Lopes,Vila Santana,54,2,1,Apartamento,1800,2619,-23.518826,-46.5313855
Rua Suzano,Jardim Paulista,36,1,1,Apartamento,5127,6218,-23.5788566,-46.6708613
Rua Nilo Torres,Jardim Umuarama,180,3,1,Casa,3200,3365,-23.6576254,-46.6775128
Avenida Professor Luiz Ignácio Anhaia Mello,Vila Prudente,44,2,0,Apartamento,1943,2203,-23.5824195,-46.5642309
Rua Serra de Bragança,Vila Gomes Cardim,35,1,1,Studio e kitnet,2449,3151,-23.5451103,-46.5690758
Rua das Sempre-vivas,Jardim das Acácias,22,1,0,Studio e kitnet,2800,3418,-23.6252238,-46.6890739
Rua Casa do Ator,Vila Olímpia,55,2,1,Apartamento,4500,5524,-23.5989412,-46.678818
Alameda Tietê,Cerqueira César,82,1,2,Studio e kitnet,8500,10720,-23.5634589,-46.6641156
Av. Benjamin Harris Hunicutt,Portal dos Gramados,45,2,1,Apartamento,950,1232,,
Rua Vinte E Cinco de Janeiro,Cidade Luz,47,2,0,Apartamento,1500,1940,-23.5354185,-46.631535
Rua Olávo Leite,Vila Andrade,55,2,2,Apartamento,3059,4020,-23.6357492,-46.7359546
Rua Adalberto Kemeny,Parque Industrial Tomas Edson,66,2,1,Apartamento,4000,4997,-23.519861,-46.6754144
Rua Luiz Seráphico Júnior,Jardim Caravelas,29,1,0,Apartamento,2000,2457,-23.6353889,-46.7144952
Rua Padre Machado,Bosque da Saúde,60,2,1,Apartamento,2300,3508,-23.6015413,-46.6350787
Rua Iguaré,Tatuapé,50,2,1,Apartamento,1650,2382,-23.531759,-46.5827501
Rua Conselheiro Furtado,Liberdade,35,1,0,Studio e kitnet,1350,1923,-23.559334,-46.6328694
Rua Rodrigo Vieira,Jardim Vila Mariana,15,1,0,Studio e kitnet,1150,1232,-23.589647,-46.6226251
Rua Aluísio Azevedo,Santana,66,3,1,Apartamento,2000,3045,-23.4979878,-46.6364097
Avenida Dória,Vila Alexandria,53,2,1,Apartamento,2900,4032,-23.6410779,-46.6717625
Alameda Jaú,Jardim Paulista,60,2,1,Apartamento,3300,4574,-23.5568356,-46.665513
Rua Solidônio Leite,Vila Ivone,54,2,1,Apartamento,1300,1810,-23.5805993,-46.5500418
Rua Luís Godoy Carvalho,São João Climaco,27,1,0,Apartamento,1050,1121,-23.6330763,-46.5847617
Rua Elvira Ferraz,Vila Olímpia,65,1,2,Apartamento,6900,10150,-23.594868,-46.6814029
Rua Martim Afonso de Souza,Vila Pires,48,2,2,Apartamento,1645,2024,-23.6741566,-46.5167017
Rua da Paz,Chácara Santo Antônio (zona Sul),34,1,1,Apartamento,2799,3678,-15.168395,-49.67218
Rua da Chibata,Vila Andrade,55,2,1,Apartamento,1850,2454,-23.6257769,-46.7439616
Rua Jaguaribe,Vila Buarque,59,1,0,Apartamento,2560,3134,-19.8961605,-43.9373224
Rua Francisco Pereira,Vila Galvão,56,2,1,Apartamento,2100,2624,-23.4544579,-46.5676904
Rua Olímpio Portugal,Mooca,35,1,1,Apartamento,1600,2046,-23.5562916,-46.601464
Rua Mexicana,Vila Endres,52,2,1,Apartamento,1350,1889,-23.4895996,-46.5518318
Rua Pequetita,Itaim Bibi,38,1,2,Apartamento,3200,4279,-23.5921353,-46.6854702
Avenida Vila Ema,Vila Ema,61,3,1,Apartamento,1957,2532,-23.580112,-46.569454
Rua Michigan,Cidade Monções,35,1,1,Apartamento,4300,4915,-23.3198377,-51.1751323
Rua Joaquim Rosa da Silva,Jardim Colorado,45,2,0,Apartamento,1200,1317,-23.5853949,-46.5313786
Avenida Jabaquara,Mirandópolis,28,1,0,Studio e kitnet,3000,3642,-23.6152422,-46.6385731
Rua Carolina Soares,Vila Diva (zona Norte),35,1,1,Apartamento,2200,2914,-23.4988807,-46.6673868
Rua Bandeira Paulista,Itaim Bibi,42,1,1,Apartamento,7000,9736,-23.5840756,-46.6758147
Rua Ouro Branco,Jardim Paulista,37,1,1,Apartamento,3750,5403,-23.5708684,-46.661688
Rua dos Estudantes,Sé,27,1,0,Apartamento,2400,2863,-23.5555266,-46.6346329
Rua Alves Guimarães,Pinheiros,27,1,0,Studio e kitnet,3300,3827,-23.5516401,-46.6811417
Avenida Engenheiro Heitor Antônio Eiras Garcia,Jardim Esmeralda,53,2,1,Apartamento,1790,2837,-23.582771,-46.7497805
Avenida Ipiranga,República,27,1,0,Studio e kitnet,1130,1174,-23.5402087,-46.6374753
Alameda dos Anapurus,Indianópolis,30,1,0,Apartamento,1500,2061,-23.6142229,-46.6646285
Rua Flórida,Cidade Monções,37,1,1,Apartamento,3400,4150,-19.9489491,-43.9324084
Rua José Bento,Cambuci,35,1,1,Apartamento,1500,2038,-23.5634221,-46.6164939
Avenida Jandira,Indianópolis,31,1,1,Studio e kitnet,2430,4395,-23.61118,-46.6572441
Alameda Jaú,Jardim Paulista,28,1,1,Studio e kitnet,2830,4224,-23.5568356,-46.665513
Rua Consolação,Cerqueira César,30,1,0,Studio e kitnet,2050,2681,-23.556228,-46.6635914
Rua Álvaro de Carvalho,Centro,35,1,1,Apartamento,1600,2254,-22.7391165,-47.6482136
Alameda dos Anapurus,Indianópolis,32,1,1,Studio e kitnet,5000,6943,-23.6142229,-46.6646285
Avenida Rouxinol,Indianópolis,29,1,1,Studio e kitnet,3500,5173,-23.6006468,-46.6738412
Rua Doutor Gabriel Covelli,Parque Peruche,60,2,1,Casa,1630,1780,-23.4976421,-46.6545469
Rua Martim Burchard,Jardim Brasília (zona Norte),50,2,0,Apartamento,3000,3841,-23.5486477,-46.6161776
Avenida Itaboraí,Bosque da Saúde,57,2,1,Apartamento,1750,2710,-23.6089,-46.6265542
Avenida Salgado Filho,Centro,56,2,1,Apartamento,1240,1522,-23.465254,-46.530225
Rua Copacabana,Santa Teresinha,52,2,1,Apartamento,1800,2494,-23.4936537,-46.6382073
Rua Jocelyn Bennaton,Vila Nova Caledônia,98,3,2,Casa,4100,4281,-23.6507293,-46.6726711
Rua Tabatinguera,Sé,52,2,1,Apartamento,1550,2090,-23.5521762,-46.6274643
Rua Domingos José Sapienza,Vila Amália (zona Norte),69,3,1,Apartamento,1450,2085,-23.4670098,-46.6508913
Rua Ernesto de Castro,Brás,55,2,1,Apartamento,3300,3810,-23.5523435,-46.615851
Rua Francisca Miquelina,Bela Vista,99,2,0,Apartamento,3000,3504,-23.5549126,-46.6402054
Rua Washington Luís,Centro,22,1,0,Studio e kitnet,1900,2269,-22.8370517,-45.2601189
Rua Visconde de Parnaíba,Brás,36,1,1,Apartamento,2200,2754,-23.5447101,-46.605292
Rua Vitória,Santa Efigênia,73,1,0,Apartamento,1500,2008,-10.9083852,-37.0791042
Rua Acaraú,Consolação,50,1,0,Apartamento,1800,2509,-3.7713038,-38.44347
Rua Luís Correia de Melo,Vila Cruzeiro,37,1,1,Apartamento,3100,3820,-23.633037,-46.7154644
Rua Otávio de Morais,Cidade São Francisco,98,2,2,Apartamento,3500,4820,-23.5581774,-46.7494494
Rua Martim Burchard,Brás,45,2,0,Apartamento,1640,2048,-23.5461441,-46.6178889
Rua Vicenzo Paciullo,Jardim Las Vegas,45,2,1,Apartamento,1650,2193,-20.410581,-54.594743
Rua Arizona,Cidade Monções,74,1,2,Apartamento,5500,6965,-8.0874431,-34.9725533
Rua Rego Freitas,República,28,1,0,Apartamento,1900,2274,-23.5446445,-46.6466037
Av. Imperatriz Leopoldina,Vila Leopoldina,50,2,1,Apartamento,2600,3650,-23.5372806,-46.7255653
Rua Gomes de Carvalho,Vila Olímpia,43,1,1,Apartamento,3400,4330,-23.5948667,-46.6896067
Rua José Gonçalves Galeão,Jardim Avelino,130,3,2,Apartamento,5800,7521,-9.8955,-42.36721
Rua Tutóia,Vila Mariana,80,3,2,Apartamento,5150,6645,-23.5725341,-46.6531994
Rua Marie Nader Calfat,Jardim Ampliacao,48,2,1,Apartamento,2100,2801,-23.6276937,-46.7297786
Rua Frei Caneca,Consolação,29,1,0,Apartamento,3600,4186,-23.5531867,-46.6521291
Avenida Jamaris,Planalto Paulista,32,1,0,Studio e kitnet,2700,3513,-23.6067877,-46.6592707
Avenida São João,Santa Cecília,42,1,1,Studio e kitnet,1634,2354,-23.5352463,-46.6531381
Rua Justo Azambuja,Cambuci,84,2,1,Apartamento,2650,3958,-23.5618079,-46.6239351
Rua Frei Caneca,Consolação,29,1,0,Studio e kitnet,3000,3516,-23.5531867,-46.6521291
Avenida Adolfo Coelho,Lauzane Paulista,67,2,0,Casa,1520,1585,-23.4729327,-46.6462326
Rua Mariquinha Viana,Água Fria,60,2,1,Casa em condomínio,1800,1981,-23.4805919,-46.6244866
Avenida Ipiranga,República,48,1,0,Studio e kitnet,1300,1610,-23.5402087,-46.6374753
Rua Doutor Nelson da Veiga,Vila Nova Mazzei,65,2,1,Casa em condomínio,2987,3479,-23.4652533,-46.6021018
Rua Floro de Oliveira,Jardim Adriana,70,2,2,Casa em condomínio,1500,1878,-23.4281141,-46.5285091
Rua Tabor,Ipiranga,55,2,1,Apartamento,3300,4141,-23.5771982,-46.6103103
Rua Enótria,Vila Mazzei,31,1,0,Apartamento,1510,1889,-23.4756756,-46.6044599
Avenida Marechal Eurico Gaspar Dutra,Santana,45,1,0,Casa,1078,1226,-23.4898422,-46.6133702
Rua Doutor Valentim de Queirós,Jardim Regina,18,1,0,Studio e kitnet,1050,1121,-23.474244,-46.7398122
Rua Padre Aníbal Difrância,Jardim Mangalot,156,2,3,Casa,2300,2445,-23.4912751,-46.7494145
Rua Lagoa de Dentro,Vila Silvia,45,2,1,Apartamento,1350,1602,-23.4932516,-46.5057181
Rua do Paraíso,Paraíso,90,3,1,Casa,3300,3624,-23.575079,-46.6345769
Rua Alves Cardoso,Vila Maria Alta,37,1,0,Apartamento,1050,1296,-23.4991282,-46.5783663
Rua Professor Alberto Conte,Vila Moinho Velho,100,3,0,Casa,1900,2181,-23.6159749,-46.6037803
Viaduto Dona Paulina,Centro,43,1,0,Studio e kitnet,902,1467,-23.5523528,-46.6369438
Rua Tóquio,Vila Metalurgica,45,2,0,Apartamento,1100,1207,-23.6262884,-46.5350292
Rua Cachoeira do Arari,Vila Guilherme,80,2,0,Apartamento,1396,1492,-23.5038952,-46.5960091
Avenida Cândido Portinari,Vila Jaguara,80,3,0,Casa,1600,1835,-23.5085509,-46.7536864
Rua Catuaba,Vila Alpina,60,1,0,Casa,1200,1351,-23.6046035,-46.565071
Rua Herval,Belenzinho,40,1,0,Apartamento,1800,2069,-23.5414707,-46.5910856
Rua Carlos Vicari,Barra Funda,39,1,0,Studio e kitnet,3100,3220,-23.5252387,-46.6822187
Rua Comprida,Vila Mazzei,50,1,0,Casa,1350,1407,-23.4704165,-46.6022501
Rua Hermeto Lima,Vila Alpina,60,2,0,Casa,1300,1389,-23.5970766,-46.5568925
Rua Venezuela,Vila Santa Teresa,50,2,1,Casa,1481,1610,-23.6648185,-46.5305018
Rua Arapá,Vila Mascote,58,2,1,Apartamento,2700,3581,-23.6473464,-46.6670401
Rua Vichy,Vila Baruel,37,2,0,Casa em condomínio,1400,1710,-23.5076474,-46.6618074
Rua Sapucaia,Alto da Mooca,30,1,0,Apartamento,1400,1680,-3.7828472,-38.5095054
Rua Almeida Lisboa,Vila Firmiano Pinto,87,1,1,Casa,2500,2606,-23.6015676,-46.619074
Rua Camaragibe,Barra Funda,40,1,0,Studio e kitnet,1100,1579,-5.7960244,-35.1856001
Rua Oboé,Vila Nossa Senhora de Fátima,60,2,2,Apartamento,1500,1949,-23.45722,-46.5099385
Rua Professor João Machado,Nossa Senhora do Ó,50,2,1,Apartamento,1790,2535,-23.4980804,-46.7010126
Rua Vicenzo Paciulo,Jardim Gracinda,58,3,1,Apartamento,2000,2137,-20.410581,-54.594743
Praça Ministro Costa Manso,Liberdade,29,1,0,Studio e kitnet,1070,1445,-23.55332335,-46.62877916740472
Rua Martins Fontes,Centro Histórico de São Paulo,35,1,0,Apartamento,1627,1995,-22.9141579,-43.2690538
Praça Júlio Mesquita,Santa Efigênia,50,1,1,Apartamento,4000,4782,-23.05409025,-46.35992102556544
Rua Herval,Belenzinho,30,1,0,Apartamento,1800,2069,-23.5414707,-46.5910856
Rua Ponte Pensa,Parada Inglesa,89,2,0,Apartamento,2600,2936,-23.4843493,-46.6051691
Rua Edgar de Sousa,Vila Aricanduva,67,2,0,Apartamento,1600,1962,-23.5364476,-46.5409263
Rua Bartholomeu do Canto,Vila Palmeiras,37,1,0,Studio e kitnet,1400,1804,-23.5027205,-46.6859103
Rua Antonieta,Boa Vista,70,2,0,Casa,1400,1561,-23.637175,-46.5632786
Rua Engenheiro Bianor,Butantã,1,1,1,Studio e kitnet,2490,2987,-23.5713457,-46.7078925
Avenida Padre Arlindo Vieira,Jardim Vergueiro (sacoma),47,2,1,Apartamento,1220,1816,-23.6455515,-46.6071237
Rua Abagiba,Saúde,127,2,2,Casa,2700,2745,-23.6218536,-46.605858
Rua Carlos Petit,Vila Mariana,160,4,1,Casa,3800,4393,-23.5833767,-46.6318683
Rua Yvorne,Lauzane Paulista,75,1,1,Casa,1260,1313,-23.4721897,-46.6422415
Rua Lopes da Costa,Chácara São João,30,1,0,Casa em condomínio,1000,1157,-23.456878,-46.5728487
Rua São Domingos,Bela Vista,42,1,0,Apartamento,1809,2365,-20.1208733,-40.3026038
Rua Primícias,Chácara Califórnia,62,2,3,Casa,3000,3386,-23.5420265,-46.5443822
Rua Trapiche,Vila Matilde,30,1,0,Apartamento,1250,1588,-23.5314302,-46.505715
Rua Torres da Barra,Água Branca,31,1,0,Apartamento,1664,2129,-23.5141046,-46.6868077
Rua Belchior de Azevedo,Vila Leopoldina,49,2,1,Apartamento,2700,3489,-23.5199366,-46.7249285
Rua Conde de Sarzedas,Liberdade,37,2,0,Apartamento,1900,2304,-23.5535185,-46.6329762
Rua João Miguel Jarra,Vila Madalena,60,2,1,Apartamento,2500,2996,-23.5547616,-46.6950387
Rua Corumbaiba,Vila Oratório,57,2,1,Apartamento,3100,3746,-16.705143,-49.2034281
Rua Marechal Floriano,Vila Gilda,60,1,0,Casa,1000,1042,-23.6742755,-46.5384187
Avenida Cangaíba,Cangaiba,39,2,0,Apartamento,1250,1598,-23.5107548,-46.5405895
Rua Pederneiras,Vila Palmares,60,3,1,Apartamento,1500,2214,-23.650195,-46.5604113
Rua Amaral Gurgel,Vila Buarque,30,1,0,Studio e kitnet,1058,1319,-23.5453051,-46.6477333
Rua Padre Isidoro,Vila Nova York,41,2,0,Apartamento,1250,1558,-5.0966916,-42.7213096
Rua Bimbarra,Vila Formosa,54,1,1,Apartamento,2980,3919,-23.5616434,-46.5549902
Rua Madre Maria da Assunção Soares,Santo Amaro,38,1,0,Studio e kitnet,2200,2484,-5.774641,-35.284471
Rua Aguiar de Barros,Bela Vista,20,1,0,Studio e kitnet,2100,2489,-23.5538383,-46.6398149
Rua François Coty,Cambuci,34,2,0,Apartamento,2500,2896,-23.565091,-46.61328
Avenida Celso Garcia,Tatuapé,36,1,0,Studio e kitnet,883,1440,-23.5349989,-46.5790637
Rua Cristóvão Bezerra Dantas,Parque Vitória,50,1,0,Casa,577,601,-23.4717802,-46.5940258
Rua José Pardelli,Jardim Paraíso,35,1,0,Casa em condomínio,1400,1510,-23.4790709,-46.6318104
Rua Genebra,Bela Vista,28,1,0,Studio e kitnet,1500,2185,-19.9290599,-43.9806507
Rua General Feliciano Falcão,Vila Prudente,62,1,0,Apartamento,1350,1852,-23.5811426,-46.5877706
Rua Elías Mussa Fajuri,Rio Pequeno,54,2,0,Apartamento,1200,1467,-23.5696201,-46.7509055
Rua Backer,Cambuci,18,1,0,Studio e kitnet,1233,1392,-23.5688218,-46.6187775
Rua Martim Burchard,Brás,49,2,1,Apartamento,1551,2006,-23.5461441,-46.6178889
Avenida Alberto Augusto Alves,Vila Andrade,50,2,1,Apartamento,2800,3870,-23.6431738,-46.7350755
Avenida Dedo de Deus,Vila Formosa,36,1,0,Apartamento,1150,1524,-23.5640322,-46.5384899
Avenida Curió,Campanário,58,2,1,Apartamento,1200,1831,-23.6632997,-46.6201453
Rua Coronel Cintra,Mooca,30,1,0,Studio e kitnet,1100,1290,-21.636641,-41.0492677
Alameda São Caetano,Santa Paula,60,2,1,Apartamento,2218,2866,-23.6193295,-46.5590516
Rua João Bizarro da Nave,Vila Diva (zona Leste),34,1,1,Casa,1400,1460,-23.5722852,-46.565997
Alameda Eduardo Prado,Campos Elíseos,30,1,1,Studio e kitnet,1500,1950,-23.5323425,-46.6519523
Rua Helena do Sacramento,Vila Guaca,50,1,0,Casa,1200,1283,-23.4819974,-46.6320947
Rua Doutor José Maurício de Oliveira,Gopoúva,29,1,1,Apartamento,1650,2052,-23.4656109,-46.5452448
Rua Natividade Saldanha,São Lucas,28,0,0,Apartamento,1100,1391,-23.59294,-46.5565614
Rua Amâncio Pedro de Oliveira,Vila Maracanã,51,2,1,Apartamento,2400,2868,-23.6498055,-46.7474244
Rua dos Camarés,Carandiru,49,2,1,Apartamento,1500,2178,-23.5030488,-46.6130128
Rua Amorim Castro,Vila São Luís,15,1,0,Studio e kitnet,740,1196,-23.5722295,-46.7391151
Rua Dom Lucas Obes,Ipiranga,40,1,0,Apartamento,1330,1481,-23.5887504,-46.5979474
Rua Carapocaia,Vila Isolina Mazzei,45,2,0,Apartamento,1550,1790,-23.4949527,-46.5956867
Rua Jovita,Vila Rio,70,2,1,Apartamento,1000,1360,-20.2693255,-50.5626222
Rua Mariquinha Viana,Mandaqui,34,1,0,Apartamento,1250,1378,-23.4825496,-46.6297016
Rua Santo Antônio,Bela Vista,35,1,0,Studio e kitnet,1400,1704,-22.5959374,-46.5169555
Rua Lupe Cotrim Garaude,Jardim Jamaica,47,2,1,Apartamento,2000,2399,-23.5869713,-46.5512837
Rua Antônio de Macedo Soares,Campo Belo,47,2,1,Apartamento,4500,5329,-23.6242797,-46.6770146
Rua Tupi,Vila Valparaiso,60,2,1,Apartamento,1600,2122,-23.6693319,-46.5503126
Rua Comendador Armando Pereira,Parque Casa de Pedra,50,1,0,Casa em condomínio,980,1063,-23.4458579,-46.609825
Rua Doutor Milton Cotrim Sonzzini,Vila Guarani (zona Sul),49,2,1,Casa,1600,1680,-23.491933,-46.79956
Rua Major Diogo,Bela Vista,37,1,1,Apartamento,2750,3578,-23.5574899,-46.6427711
Avenida Tarumã,Vila Pierina,33,2,0,Apartamento,1110,1533,-23.5122749,-46.5266731
Rua Santo André,Boa Vista,62,2,2,Apartamento,2700,3374,-23.6451352,-46.556868
Avenida Sapopemba,Jardim Utinga,38,2,1,Apartamento,990,1382,-23.6153367,-46.5216801
Rua dos Macaxás,Vila Nair,100,2,3,Casa,3800,3863,-23.6071645,-46.6099953
Rua Paulo Andrighetti,Alto do Pari,55,2,1,Apartamento,2600,3250,-23.5281826,-46.6044324
Rua Edmundo Carvalho,Vila Natália,50,2,1,Apartamento,1150,1811,-23.6271698,-46.596464
Rua Massaranduba,Vila Monte Alegre,40,1,1,Apartamento,2500,2596,-23.6251583,-46.6388264
Avenida Coronel Sezefredo Fagundes,Tucuruvi,70,3,0,Casa,2000,2034,-23.4638012,-46.6035117
Rua Oscar Cintra Gordinho,Liberdade,28,1,0,Studio e kitnet,860,1208,-23.552991,-46.6275366
Rua Armazém,Vila Leonor,40,1,1,Casa,950,1040,-23.504045,-46.5955383
Avenida Benjamin Harris Hunnicutt,Vila Bremen,49,2,1,Apartamento,1000,1288,-23.4333162,-46.5374342
Rua Serra da Mantiqueira,Belenzinho,100,3,0,Casa,3850,4113,-19.8202242,-43.9012455
Rua Helene Londahl,Bosque da Saúde,50,1,0,Casa,1200,1297,-26.90992,-49.124711
Rua Flamengo,Chácara Califórnia,112,3,6,Casa,4500,5233,-8.0338919,-34.9159214
Rua Guilherme Rudge,Vila Sao Geraldo,38,2,0,Apartamento,1400,1664,-23.5192708,-46.5431955
Rua dos Patriotas,Ipiranga,75,2,0,Apartamento,1650,2153,-23.5825949,-46.5998207
Alameda Riberio da Silva,Campos Elíseos,35,1,0,Studio e kitnet,1550,1978,-18.860403,-50.119033
Rua Chafic Maluf,Santo Amaro,120,2,2,Casa,5734,5977,-24.0515259,-52.3693347
Rua Aquiles Jovane,Jardim Celeste,50,2,1,Apartamento,1220,1881,-23.6574223,-46.6112342
Rua do Córrego,Vila Carrão,47,2,0,Apartamento,2200,2451,-23.5532739,-46.5453394
Rua Bela Cintra,Consolação,38,1,1,Apartamento,2600,3108,-23.5564177,-46.6618937
Avenida Rio Branco,Campos Elíseos,34,1,0,Apartamento,1200,1509,-23.5295467,-46.647633
Rua Antônio Guarmerino,Cursino,50,2,1,Apartamento,1480,2067,-23.6567007,-46.6117032
Rua Francisco Tapajós,Vila Santo Estéfano,51,2,1,Apartamento,3100,3220,-23.6256442,-46.627763
Rua Professor Miguel Russiano,Vila Aricanduva,52,2,1,Apartamento,1938,2811,-23.5370977,-46.544223
Rua Carlos Bigatti,Jardim Castelo,50,2,1,Apartamento,1400,1854,-23.5045438,-46.5110352
Rua Apiacás,Perdizes,36,1,0,Studio e kitnet,3100,3975,-23.5387902,-46.6797769
Rua Lázara da Silva Jimenes,Vila Leonor,50,2,0,Apartamento,1600,1711,-23.4985894,-46.5962587
Rua Justo Azambuja,Cambuci,82,2,1,Apartamento,3500,4548,-23.5618079,-46.6239351
Rua Professora Nina Stocco,Jardim Catanduva,50,2,1,Apartamento,1365,1815,-23.6359386,-46.7593582
Rua Ponte Pensa,Parada Inglesa,48,2,0,Apartamento,2050,2366,-23.4843493,-46.6051691
Avenida Guilherme Giorgi,Vila Carrao,85,2,2,Casa em condomínio,3800,4491,-23.5469073,-46.5413869
Rua Marie Nader Calfat,Jardim Ampliação,33,1,1,Studio e kitnet,2650,3152,-23.6276937,-46.7297786
Rua Frei Mont’alverne,Vila Aricanduva,40,1,1,Studio e kitnet,1150,1194,-23.5391205,-46.5368737
Rua Águas Formosas,Jardim Brasil (zona Norte),36,1,1,Apartamento,1300,1694,-23.4796488,-46.5833243
Rua Riskallah Jorge,Centro Histórico de São Paulo,38,1,0,Studio e kitnet,859,1350,-23.5415578,-46.6353304
Rua Professor Vahia de Abreu,Vila Olímpia,56,1,1,Apartamento,3500,4269,-23.6031537,-46.6770168
Rua Cachoeira do Arari,Vila Leonor,42,1,0,Casa,997,1142,-23.5003935,-46.5952655
Rua Domingos de Santa Maria,Vila Guarani (z Sul),64,2,1,Apartamento,1994,2940,-23.6313394,-46.6352882
Rua Praia do Castelo,Vila Mascote,69,2,1,Apartamento,2540,3628,-23.645948,-46.6669285
Rua Marie Nader Calfat,Jardim Ampliação,48,2,2,Apartamento,2205,2960,-23.6276937,-46.7297786
Rua Mil Oitocentos E Vinte E Dois,Ipiranga,30,1,0,Casa,1250,1353,-23.5918547,-46.5987752
Rua Francisco Estácio Fortes,Santa Cecília,68,2,1,Apartamento,3000,3859,-23.5327838,-46.6610115
Rua Edvard Carmilo,Jardim Celeste,32,2,0,Apartamento,1200,1569,-23.5963739,-46.7485354
Rua Friburgo,Vila Francisco Matarazzo,51,2,1,Apartamento,1100,1850,-23.6334143,-46.5206881
Avenida do Cursino,Vila das Merces,80,2,1,Apartamento,2000,3126,-23.6036363,-46.6154476
Rua Laurentina Jorge Ribeiro,Vila Salete,99,3,2,Casa em condomínio,3264,3642,-23.5160583,-46.5269647
Rua Major Quedinho,Bela Vista,34,1,0,Studio e kitnet,1690,2035,-23.5546482,-46.6430661
Rua Ibiporã,Vila Divina Pastora,30,1,0,Apartamento,1085,1277,-8.0731727,-34.8963112
